,case_id,client_id,attorney,issues,hours,resolved,setteled,settlement/award
11006,2025,32285,Perry Mason,negligence,124,2018-01-13,,
11007,2025,32287,Rusty Sabich,"malpractice, product liability, negligence",260,2018-01-13,,
11008,2025,32288,Patty Hewes,"negligence, malpractice",182,2018-01-13,,
11009,2025,32293,Perry Mason,"malpractice, negligence",131,2018-01-13,,
11010,2025,32299,Rusty Sabich,"negligence, product liability, malpractice",229,2018-01-13,,
11011,2025,32300,Rusty Sabich,"negligence, malpractice, product liability",353,2018-01-13,,
11012,2025,32301,Rachel Zane,negligence,136,2018-01-13,,
11013,2025,32302,Rusty Sabich,"negligence, product liability",236,2018-01-13,,
11014,2025,32304,Perry Mason,negligence,144,2018-01-13,,
11015,2025,32306,Perry Mason,"malpractice, product liability, negligence",202,2018-01-13,,
11016,2025,32309,JoAnee Galloway,product liability,182,2018-01-13,,
11017,2025,32315,Atticus Finch,"negligence, malpractice",115,2018-01-13,,
11018,2025,32318,Patty Hewes,malpractice,26,2018-01-13,,
11019,2025,32329,Ally McBeal,"negligence, malpractice, product liability",370,2018-01-13,,
11020,2025,32331,Atticus Finch,product liability,161,2018-01-13,,
11021,2025,32334,Ally McBeal,"product liability, malpractice, negligence",211,2018-01-13,,
11022,2025,32336,Rachel Zane,"negligence, malpractice",163,2018-01-13,,
11023,2025,32337,JoAnee Galloway,"malpractice, negligence",38,2018-01-13,,
11024,2025,32340,Rusty Sabich,malpractice,15,2018-01-13,,
11025,2025,32341,Patty Hewes,"malpractice, product liability",153,2018-01-13,,
11026,2025,32345,Perry Mason,"negligence, malpractice, product liability",245,2018-01-13,,
11027,2025,32361,Ally McBeal,"malpractice, negligence, product liability",211,2018-01-13,,
11028,2025,32363,Ally McBeal,"negligence, product liability, malpractice",233,2018-01-13,,
11029,2025,32366,Atticus Finch,"malpractice, negligence, product liability",81,2018-01-13,,
11030,2025,32367,Daniel Kafee,negligence,113,2018-01-13,,
11031,2025,32370,Patty Hewes,"product liability, negligence",298,2018-01-13,,
11032,2025,32371,JoAnee Galloway,"malpractice, negligence",184,2018-01-13,,
11033,2025,32373,Patty Hewes,product liability,7,2018-01-13,,
11034,2025,32374,Rachel Zane,"malpractice, product liability",106,2018-01-13,,
11035,2025,32375,Patty Hewes,product liability,117,2018-01-13,,
11036,2025,32379,Rachel Zane,"negligence, product liability",217,2018-01-13,,
11037,2025,32382,Perry Mason,negligence,30,2018-01-13,,
11038,2025,32389,Rachel Zane,"malpractice, negligence, product liability",59,2018-01-13,,
11039,2025,32391,Daniel Kafee,"negligence, product liability, malpractice",55,2018-01-13,,
11040,2025,32401,Atticus Finch,"product liability, negligence, malpractice",134,2018-01-13,,
11041,2025,32405,Rachel Zane,negligence,59,2018-01-13,,
11042,2025,32408,Ally McBeal,product liability,153,2018-01-13,,
11043,2025,32409,Patty Hewes,"product liability, malpractice",134,2018-01-13,,
11044,2025,32411,Patty Hewes,malpractice,10,2018-01-13,,
11045,2025,32413,Rusty Sabich,product liability,115,2018-01-13,,
11046,2025,32414,Patty Hewes,"malpractice, negligence, product liability",109,2018-01-13,,
11047,2025,32417,Rusty Sabich,malpractice,42,2018-01-13,,
11048,2025,32418,Patty Hewes,"negligence, malpractice",32,2018-01-13,,
11049,2025,32420,JoAnee Galloway,"malpractice, product liability",96,2018-01-13,,
11050,2025,32423,Atticus Finch,"negligence, product liability, malpractice",118,2018-01-13,,
11051,2025,32424,Rusty Sabich,"product liability, negligence",153,2018-01-13,,
11052,2025,32425,Perry Mason,"negligence, product liability",13,2018-01-13,,
11053,2025,32426,Atticus Finch,"product liability, negligence",176,2018-01-13,,
11054,2025,32428,Rachel Zane,"malpractice, product liability, negligence",136,2018-01-13,,
11055,2025,32434,Perry Mason,negligence,96,2018-01-13,,
11056,2025,32437,Perry Mason,"malpractice, product liability",63,2018-01-13,,
11057,2025,32438,Daniel Kafee,"malpractice, negligence",0,2018-01-13,,
11058,2025,32439,JoAnee Galloway,malpractice,0,2018-01-13,,
11059,2025,32440,JoAnee Galloway,"malpractice, negligence, product liability",103,2018-01-13,,
11060,2025,32444,Ally McBeal,malpractice,1,2018-01-13,,
11061,2025,32446,Ally McBeal,"malpractice, product liability",19,2018-01-13,,
11062,2025,32447,Daniel Kafee,"product liability, malpractice, negligence",79,2018-01-13,,
11063,2025,32449,Patty Hewes,"negligence, malpractice",58,2018-01-13,,
11064,2025,32450,Patty Hewes,negligence,41,2018-01-13,,
11065,2025,32452,Perry Mason,malpractice,20,2018-01-13,,
11066,2025,32453,Ally McBeal,"negligence, product liability",67,2018-01-13,,
11067,2025,32456,JoAnee Galloway,negligence,24,2018-01-13,,
11068,2025,32459,Perry Mason,negligence,28,2018-01-13,,
11069,2025,32467,Perry Mason,negligence,38,2018-01-13,,
11070,2025,32468,Daniel Kafee,"malpractice, product liability, negligence",67,2018-01-13,,
11071,2025,32469,Ally McBeal,"negligence, malpractice, product liability",95,2018-01-13,,
11072,2025,32470,Daniel Kafee,malpractice,13,2018-01-13,,
11073,2025,32471,Patty Hewes,"negligence, malpractice, product liability",83,2018-01-13,,
11074,2025,32473,Rusty Sabich,negligence,25,2018-01-13,,
11075,2025,32474,Rusty Sabich,negligence,28,2018-01-13,,
11076,2025,32475,Perry Mason,"negligence, product liability",71,2018-01-13,,
11077,2025,32478,Daniel Kafee,"negligence, product liability",36,2018-01-13,,
11078,2025,32486,Atticus Finch,"negligence, product liability, malpractice",35,2018-01-13,,
11079,2025,32489,Ally McBeal,product liability,27,2018-01-13,,
11080,2025,32493,Daniel Kafee,"malpractice, product liability",7,2018-01-13,,
11081,2025,32495,Perry Mason,"malpractice, negligence",15,2018-01-13,,
11082,2025,32496,Daniel Kafee,"malpractice, negligence",11,2018-01-13,,
11083,2025,32498,Atticus Finch,"product liability, malpractice",11,2018-01-13,,
11084,2025,32507,Daniel Kafee,"malpractice, product liability",21,2018-01-13,,
11085,2025,32511,Perry Mason,"product liability, negligence",19,2018-01-13,,
11086,2025,32516,Rusty Sabich,malpractice,1,2018-01-13,,
11087,2025,32520,Rusty Sabich,"product liability, negligence",18,2018-01-13,,
11088,2025,32522,Rachel Zane,"product liability, negligence",14,2018-01-13,,
11089,2025,32528,Patty Hewes,"product liability, negligence",14,2018-01-13,,
11090,2025,32530,Ally McBeal,"negligence, product liability",8,2018-01-13,,
11091,2025,32535,Rusty Sabich,"negligence, product liability, malpractice",663,2017-12-10,Yes,1000000.0
11092,2025,32540,Rusty Sabich,"product liability, negligence",989,2017-11-07,Yes,1000000.0
11093,2025,32543,JoAnee Galloway,negligence,271,2017-11-07,,
11094,2025,32546,Ally McBeal,"product liability, negligence, malpractice",1346,2018-02-01,no,2000000
11095,2025,32548,Perry Mason,product liability,721,2018-02-01,,
11096,2025,32551,Patty Hewes,negligence,264,2018-01-14,Yes,12500.0
11097,2025,32554,Rachel Zane,product liability,454,2018-01-19,Yes,75000.0
11098,2025,32556,Ally McBeal,"negligence, product liability, malpractice",201,2018-01-19,,
11099,2025,32560,JoAnee Galloway,malpractice,180,2018-02-04,Yes,12500.0
11100,2025,32565,Rusty Sabich,"negligence, product liability",714,2018-02-04,,
11101,2025,32569,Perry Mason,malpractice,149,2018-01-25,Yes,12500.0
11102,2025,32570,Daniel Kafee,"malpractice, product liability, negligence",763,2018-01-25,,
11103,2025,32574,Patty Hewes,product liability,864,2018-01-28,Yes,1000000.0
11104,2025,32575,Rachel Zane,"malpractice, negligence",178,2018-01-28,,
11105,2025,32578,Atticus Finch,"negligence, product liability",639,2018-01-28,,
11106,2025,32579,Perry Mason,"negligence, product liability, malpractice",456,2018-01-28,,
11107,2025,32585,Daniel Kafee,"product liability, malpractice",882,2018-02-05,Yes,1000000.0
11108,2025,32586,Atticus Finch,"malpractice, product liability",242,2018-02-05,,
11109,2025,32592,Rachel Zane,"malpractice, negligence, product liability",192,2018-02-05,,
11110,2025,32594,Daniel Kafee,"product liability, malpractice, negligence",1124,2018-02-05,,
11111,2025,32599,Rusty Sabich,"negligence, product liability",501,2018-02-05,Yes,75000.0
11112,2025,32600,Atticus Finch,product liability,181,2018-02-05,,
11113,2025,32604,JoAnee Galloway,malpractice,144,2018-01-25,Yes,20000.0
11114,2025,32615,Patty Hewes,product liability,372,2018-01-25,,
11115,2025,32617,Patty Hewes,"malpractice, negligence",329,2018-01-25,,
11116,2025,32618,Perry Mason,"malpractice, product liability, negligence",689,2018-01-28,Yes,75000.0
11117,2025,32623,Perry Mason,negligence,324,2018-01-28,,
11118,2025,32624,Rusty Sabich,malpractice,35,2018-01-28,,
11119,2025,32625,Daniel Kafee,"malpractice, negligence",400,2018-01-28,,
11120,2025,32627,Rachel Zane,product liability,77,2018-01-28,,
11121,2025,32628,Perry Mason,"product liability, negligence, malpractice",675,2018-01-28,,
11122,2025,32639,Daniel Kafee,product liability,188,2018-01-28,,
11123,2025,32641,Rusty Sabich,product liability,270,2018-01-28,,
11124,2025,32643,Ally McBeal,negligence,228,2018-01-28,,
11125,2025,32652,Atticus Finch,"product liability, malpractice, negligence",503,2018-01-28,,
11126,2025,32656,Perry Mason,"product liability, negligence",37,2018-01-28,,
11127,2025,32658,Ally McBeal,malpractice,58,2018-01-28,,
11128,2025,32661,Patty Hewes,"product liability, negligence, malpractice",698,2018-01-28,,
11129,2025,32664,Patty Hewes,malpractice,179,2018-01-28,,
11130,2025,32665,Patty Hewes,"malpractice, product liability",395,2018-01-28,,
11131,2025,32666,JoAnee Galloway,"malpractice, product liability",686,2018-01-28,,
11132,2025,32670,Rachel Zane,"product liability, negligence",950,2018-01-28,,
11133,2025,32671,Patty Hewes,"product liability, malpractice",473,2018-01-28,,
11134,2025,32675,Rachel Zane,"product liability, negligence",508,2018-01-28,,
11135,2025,32678,JoAnee Galloway,"product liability, negligence",649,2018-01-28,,
11136,2025,32686,Perry Mason,"product liability, malpractice, negligence",634,2018-01-28,,
11137,2025,32687,Patty Hewes,"product liability, malpractice, negligence",473,2018-01-28,,
11138,2025,32690,Daniel Kafee,"product liability, negligence, malpractice",376,2018-01-28,,
11139,2025,32694,Daniel Kafee,negligence,485,2018-01-28,,
11140,2025,32697,Ally McBeal,"product liability, malpractice, negligence",102,2018-01-28,,
11141,2025,32701,Patty Hewes,"malpractice, product liability, negligence",72,2018-01-28,,
11142,2025,32706,JoAnee Galloway,"negligence, product liability, malpractice",1052,2018-01-28,,
11143,2025,32709,Rusty Sabich,"negligence, malpractice",255,2018-01-28,,
11144,2025,32711,Atticus Finch,"malpractice, product liability",736,2018-01-28,,
11145,2025,32719,Ally McBeal,"negligence, product liability",331,2018-01-28,,
11146,2025,32725,Atticus Finch,"product liability, malpractice",407,2018-01-28,,
11147,2025,32727,JoAnee Galloway,"malpractice, negligence",291,2018-01-28,,
11148,2025,32734,Perry Mason,malpractice,58,2018-01-28,,
11149,2025,32736,Rachel Zane,"malpractice, negligence",352,2018-01-28,,
11150,2025,32741,JoAnee Galloway,malpractice,147,2018-01-28,,
11151,2025,32742,JoAnee Galloway,malpractice,85,2018-01-28,,
11152,2025,32744,Perry Mason,"product liability, malpractice, negligence",716,2018-01-28,,
11153,2025,32748,Daniel Kafee,"malpractice, negligence, product liability",426,2018-01-28,,
11154,2025,32752,Rusty Sabich,negligence,490,2018-01-28,,
11155,2025,32761,Daniel Kafee,"malpractice, negligence, product liability",12,2018-01-28,,
11156,2025,32764,Atticus Finch,product liability,487,2018-01-28,,
11157,2025,32765,Daniel Kafee,"product liability, negligence, malpractice",933,2018-01-28,,
11158,2025,32779,Rachel Zane,"product liability, malpractice, negligence",742,2018-01-28,,
11159,2025,32780,JoAnee Galloway,negligence,248,2018-01-28,,
11160,2025,32791,Perry Mason,"product liability, negligence, malpractice",889,2018-01-28,,
11161,2025,32795,Atticus Finch,"negligence, product liability",893,2018-01-28,,
11162,2025,32799,JoAnee Galloway,"negligence, product liability",627,2018-01-28,,
11163,2025,32800,Patty Hewes,"negligence, malpractice",422,2018-01-28,,
11164,2025,32802,Patty Hewes,"malpractice, product liability",591,2018-01-28,,
11165,2025,32803,Daniel Kafee,product liability,386,2018-01-28,,
11166,2025,32808,Rachel Zane,"product liability, malpractice, negligence",358,2018-01-28,,
11167,2025,32811,Patty Hewes,product liability,240,2018-01-28,,
11168,2025,32814,Perry Mason,"negligence, malpractice, product liability",423,2018-01-28,,
11169,2025,32815,JoAnee Galloway,malpractice,56,2018-01-28,,
11170,2025,32821,Perry Mason,"malpractice, negligence",205,2018-01-28,,
11171,2025,32823,Perry Mason,"negligence, malpractice, product liability",348,2018-01-28,,
11172,2025,32824,Atticus Finch,"negligence, product liability, malpractice",380,2018-01-28,,
11173,2025,32827,Rusty Sabich,product liability,280,2018-01-28,,
11174,2025,32828,Rachel Zane,"negligence, malpractice",65,2018-01-28,,
11175,2025,32830,Patty Hewes,negligence,311,2018-01-28,,
11176,2025,32833,JoAnee Galloway,malpractice,54,2018-01-28,,
11177,2025,32835,Patty Hewes,"product liability, negligence",327,2018-01-28,,
11178,2025,32836,Rachel Zane,negligence,72,2018-01-28,,
11179,2025,32841,Ally McBeal,"product liability, negligence",889,2018-01-28,,
11180,2025,32842,Rusty Sabich,"negligence, product liability, malpractice",522,2018-01-28,,
11181,2025,32848,JoAnee Galloway,malpractice,63,2018-01-28,,
11182,2025,32850,Rachel Zane,negligence,216,2018-01-28,,
11183,2025,32851,JoAnee Galloway,product liability,206,2018-01-28,,
11184,2025,32860,JoAnee Galloway,product liability,47,2018-01-28,,
11185,2025,32861,JoAnee Galloway,malpractice,90,2018-01-28,,
11186,2025,32865,Rachel Zane,"product liability, negligence",395,2018-01-28,,
11187,2025,32867,Ally McBeal,malpractice,101,2018-01-28,,
11188,2025,32868,Rachel Zane,"product liability, negligence, malpractice",124,2018-01-28,,
11189,2025,32869,Perry Mason,"negligence, product liability",672,2018-01-28,,
11190,2025,32871,Atticus Finch,"malpractice, negligence",197,2018-01-28,,
11191,2025,32878,JoAnee Galloway,"product liability, malpractice, negligence",305,2018-01-28,,
11192,2025,32880,JoAnee Galloway,"product liability, malpractice",166,2018-01-28,,
11193,2025,32883,Atticus Finch,malpractice,109,2018-01-28,,
11194,2025,32890,JoAnee Galloway,negligence,188,2018-01-28,,
11195,2025,32891,Patty Hewes,"malpractice, product liability, negligence",423,2018-01-28,,
11196,2025,32893,Daniel Kafee,"product liability, negligence",975,2018-01-28,,
11197,2025,32896,Rusty Sabich,"product liability, malpractice, negligence",571,2018-01-28,,
11198,2025,32897,Ally McBeal,product liability,142,2018-01-28,,
11199,2025,32899,Daniel Kafee,negligence,14,2018-01-28,,
11200,2025,32902,Daniel Kafee,"malpractice, product liability",477,2018-01-28,,
11201,2025,32910,Patty Hewes,malpractice,69,2018-01-28,,
11202,2025,32911,Rachel Zane,"malpractice, product liability",399,2018-01-28,,
11203,2025,32919,Perry Mason,negligence,35,2018-01-28,,
11204,2025,32920,Daniel Kafee,malpractice,42,2018-01-28,,
11205,2025,32921,Patty Hewes,"product liability, malpractice",371,2018-01-28,,
11206,2025,32922,Rusty Sabich,"negligence, product liability",254,2018-01-28,,
11207,2025,32925,Rachel Zane,product liability,133,2018-01-28,,
11208,2025,32929,Daniel Kafee,"product liability, negligence",331,2018-01-28,,
11209,2025,32930,Atticus Finch,product liability,204,2018-01-28,,
11210,2025,32932,Ally McBeal,"malpractice, product liability",167,2018-01-28,,
11211,2025,32935,Daniel Kafee,negligence,343,2018-01-28,,
11212,2025,32939,Perry Mason,"negligence, malpractice",102,2018-01-28,,
11213,2025,32941,JoAnee Galloway,"product liability, negligence, malpractice",300,2018-01-28,,
11214,2025,32944,Ally McBeal,"negligence, product liability",291,2018-01-28,,
11215,2025,32947,Patty Hewes,product liability,257,2018-01-28,,
11216,2025,32949,Ally McBeal,"product liability, negligence, malpractice",121,2018-01-28,,
11217,2025,32951,Patty Hewes,product liability,232,2018-01-28,,
11218,2025,32955,Rusty Sabich,product liability,128,2018-01-28,,
11219,2025,32958,Patty Hewes,"product liability, malpractice",229,2018-01-28,,
11220,2025,32959,JoAnee Galloway,product liability,124,2018-01-28,,
11221,2025,32966,JoAnee Galloway,"malpractice, negligence, product liability",325,2018-01-28,,
11222,2025,32970,JoAnee Galloway,negligence,111,2018-01-28,,
11223,2025,32971,Ally McBeal,"malpractice, negligence, product liability",192,2018-01-28,,
11224,2025,32973,Rusty Sabich,"negligence, malpractice",127,2018-01-28,,
11225,2025,32976,Ally McBeal,"product liability, negligence, malpractice",423,2018-01-28,,
11226,2025,32977,Patty Hewes,product liability,192,2018-01-28,,
11227,2025,32979,Patty Hewes,"product liability, negligence",43,2018-01-28,,
11228,2025,32981,Rusty Sabich,malpractice,46,2018-01-28,,
11229,2025,32982,Atticus Finch,"negligence, product liability",404,2018-01-28,,
11230,2025,32984,Rachel Zane,"product liability, malpractice",270,2018-01-28,,
11231,2025,32985,Ally McBeal,"malpractice, negligence, product liability",441,2018-01-28,,
11232,2025,32993,Perry Mason,"malpractice, negligence, product liability",356,2018-01-28,,
11233,2025,33000,Daniel Kafee,"malpractice, product liability, negligence",362,2018-01-28,,
11234,2025,33001,JoAnee Galloway,"product liability, malpractice",396,2018-01-28,,
11235,2025,33006,Rachel Zane,"negligence, product liability",245,2018-01-28,,
11236,2025,33007,Perry Mason,"negligence, malpractice",148,2018-01-28,,
11237,2025,33008,Patty Hewes,negligence,145,2018-01-28,,
11238,2025,33009,Patty Hewes,"negligence, product liability, malpractice",107,2018-01-28,,
11239,2025,33011,Daniel Kafee,"negligence, product liability, malpractice",238,2018-01-28,,
11240,2025,33012,Patty Hewes,product liability,217,2018-01-28,,
11241,2025,33018,Rusty Sabich,product liability,200,2018-01-28,,
11242,2025,33019,Perry Mason,"malpractice, product liability",252,2018-01-28,,
11243,2025,33021,Perry Mason,malpractice,18,2018-01-28,,
11244,2025,33030,Atticus Finch,malpractice,49,2018-01-28,,
11245,2025,33033,Ally McBeal,"product liability, negligence",470,2018-01-28,,
11246,2025,33037,Ally McBeal,"product liability, malpractice",161,2018-01-28,,
11247,2025,33038,JoAnee Galloway,"malpractice, product liability, negligence",263,2018-01-28,,
11248,2025,33039,Rachel Zane,"product liability, malpractice",38,2018-01-28,,
11249,2025,33040,Patty Hewes,negligence,108,2018-01-28,,
11250,2025,33044,JoAnee Galloway,"negligence, malpractice, product liability",442,2018-01-28,,
11251,2025,33046,Rusty Sabich,"product liability, negligence, malpractice",100,2018-01-28,,
11252,2025,33047,Daniel Kafee,"malpractice, product liability, negligence",295,2018-01-28,,
11253,2025,33050,Atticus Finch,"negligence, product liability",306,2018-01-28,,
11254,2025,33051,Patty Hewes,"product liability, negligence, malpractice",157,2018-01-28,,
11255,2025,33052,Ally McBeal,product liability,71,2018-01-28,,
11256,2025,33057,Perry Mason,"product liability, malpractice",277,2018-01-28,,
11257,2025,33060,JoAnee Galloway,"malpractice, product liability",183,2018-01-28,,
11258,2025,33063,Rachel Zane,"malpractice, product liability",64,2018-01-28,,
11259,2025,33064,Rachel Zane,malpractice,30,2018-01-28,,
11260,2025,33065,Daniel Kafee,"negligence, malpractice, product liability",216,2018-01-28,,
11261,2025,33068,Patty Hewes,"negligence, product liability",194,2018-01-28,,
11262,2025,33069,Rachel Zane,"negligence, malpractice, product liability",262,2018-01-28,,
11263,2025,33070,Patty Hewes,"negligence, product liability, malpractice",355,2018-01-28,,
11264,2025,33076,Daniel Kafee,malpractice,34,2018-01-28,,
11265,2025,33080,Atticus Finch,negligence,78,2018-01-28,,
11266,2025,33084,Ally McBeal,malpractice,12,2018-01-28,,
11267,2025,33089,Daniel Kafee,"malpractice, product liability",93,2018-01-28,,
11268,2025,33092,Atticus Finch,"product liability, malpractice",174,2018-01-28,,
11269,2025,33098,Ally McBeal,"negligence, product liability",129,2018-01-28,,
11270,2025,33102,Rusty Sabich,"product liability, negligence",139,2018-01-28,,
11271,2025,33104,Rusty Sabich,product liability,44,2018-01-28,,
11272,2025,33106,Patty Hewes,"product liability, malpractice",125,2018-01-28,,
11273,2025,33107,Daniel Kafee,"negligence, malpractice",106,2018-01-28,,
11274,2025,33110,Patty Hewes,"negligence, malpractice",117,2018-01-28,,
11275,2025,33116,Atticus Finch,product liability,49,2018-01-28,,
11276,2025,33117,Rusty Sabich,product liability,98,2018-01-28,,
11277,2025,33120,Rachel Zane,"product liability, malpractice",158,2018-01-28,,
11278,2025,33125,JoAnee Galloway,"product liability, malpractice, negligence",148,2018-01-28,,
11279,2025,33127,Atticus Finch,malpractice,39,2018-01-28,,
11280,2025,33129,Atticus Finch,"malpractice, negligence",64,2018-01-28,,
11281,2025,33131,Perry Mason,negligence,56,2018-01-28,,
11282,2025,33135,Atticus Finch,"product liability, negligence",132,2018-01-28,,
11283,2025,33139,JoAnee Galloway,"negligence, malpractice",58,2018-01-28,,
11284,2025,33140,Ally McBeal,"negligence, malpractice",3,2018-01-28,,
11285,2025,33143,Ally McBeal,negligence,105,2018-01-28,,
11286,2025,33150,Atticus Finch,malpractice,8,2018-01-28,,
11287,2025,33152,Rusty Sabich,"negligence, product liability, malpractice",104,2018-01-28,,
11288,2025,33153,JoAnee Galloway,"malpractice, negligence, product liability",18,2018-01-28,,
11289,2025,33155,Patty Hewes,"product liability, malpractice, negligence",167,2018-01-28,,
11290,2025,33159,Perry Mason,malpractice,17,2018-01-28,,
11291,2025,33162,Patty Hewes,negligence,86,2018-01-28,,
11292,2025,33164,Daniel Kafee,"malpractice, negligence, product liability",114,2018-01-28,,
11293,2025,33165,Daniel Kafee,"negligence, malpractice, product liability",139,2018-01-28,,
11294,2025,33166,Perry Mason,negligence,68,2018-01-28,,
11295,2025,33169,Atticus Finch,negligence,79,2018-01-28,,
11296,2025,33170,Atticus Finch,malpractice,31,2018-01-28,,
11297,2025,33176,Daniel Kafee,negligence,52,2018-01-28,,
11298,2025,33182,Daniel Kafee,"malpractice, product liability",34,2018-01-28,,
11299,2025,33184,Perry Mason,product liability,111,2018-01-28,,
11300,2025,33186,Patty Hewes,"product liability, malpractice",22,2018-01-28,,
11301,2025,33194,Daniel Kafee,"negligence, product liability, malpractice",54,2018-01-28,,
11302,2025,33201,Rusty Sabich,"malpractice, product liability",18,2018-01-28,,
11303,2025,33202,Patty Hewes,malpractice,9,2018-01-28,,
11304,2025,33209,JoAnee Galloway,product liability,35,2018-01-28,,
11305,2025,33212,Atticus Finch,"malpractice, product liability",56,2018-01-28,,
11306,2025,33214,JoAnee Galloway,"malpractice, product liability",43,2018-01-28,,
11307,2025,33216,Rachel Zane,"negligence, product liability",45,2018-01-28,,
11308,2025,33217,Rachel Zane,malpractice,14,2018-01-28,,
11309,2025,33218,Patty Hewes,"product liability, negligence, malpractice",45,2018-01-28,,
11310,2025,33220,Rachel Zane,"malpractice, negligence",2,2018-01-28,,
11311,2025,33222,Ally McBeal,"malpractice, negligence",12,2018-01-28,,
11312,2025,33223,Atticus Finch,"negligence, product liability",52,2018-01-28,,
11313,2025,33225,Rachel Zane,"negligence, product liability, malpractice",51,2018-01-28,,
11314,2025,33226,Rusty Sabich,product liability,58,2018-01-28,,
11315,2025,33231,Rusty Sabich,"malpractice, negligence",32,2018-01-28,,
11316,2025,33233,Rusty Sabich,negligence,30,2018-01-28,,
11317,2025,33234,JoAnee Galloway,negligence,23,2018-01-28,,
11318,2025,33236,Rusty Sabich,product liability,15,2018-01-28,,
11319,2025,33239,Daniel Kafee,"negligence, malpractice, product liability",19,2018-01-28,,
11320,2025,33240,Ally McBeal,negligence,14,2018-01-28,,
11321,2025,33244,Rusty Sabich,negligence,12,2018-01-28,,
11322,2025,33245,Rusty Sabich,"product liability, malpractice",6,2018-01-28,,
11323,2025,33248,JoAnee Galloway,"malpractice, negligence",14,2018-01-28,,
11324,2025,33251,Daniel Kafee,"product liability, negligence",16,2018-01-28,,
11325,2025,33252,Atticus Finch,"product liability, negligence",0,2018-01-28,,
11326,2025,33256,Patty Hewes,negligence,4,2018-01-28,,
11327,2025,33261,Perry Mason,"negligence, product liability",475,2018-01-28,,
11328,2025,33263,Daniel Kafee,"malpractice, product liability",546,2018-01-18,Yes,1000000.0
11329,2025,33269,Perry Mason,product liability,281,2017-12-30,Yes,1000000.0
11330,2025,33272,Perry Mason,negligence,594,2017-12-30,,
11331,2025,33274,Atticus Finch,"product liability, malpractice",196,2017-12-28,Yes,1000000.0
11332,2025,33279,JoAnee Galloway,"negligence, product liability",426,2018-01-16,Yes,75000.0
11333,2025,33285,Daniel Kafee,product liability,29,2017-12-12,Yes,75000.0
11334,2025,33287,Perry Mason,"negligence, product liability, malpractice",1131,2018-01-23,Yes,1000000.0
11335,2025,33288,Perry Mason,"product liability, malpractice",779,2018-01-21,no,2000000
11336,2025,33289,Perry Mason,malpractice,112,2018-01-19,Yes,20000.0
11337,2025,33293,Rachel Zane,"product liability, malpractice, negligence",324,2018-01-19,,
11338,2025,33298,Perry Mason,negligence,197,2018-01-19,,
11339,2025,33300,Patty Hewes,"product liability, malpractice, negligence",453,2018-01-19,,
11340,2025,33301,Atticus Finch,"product liability, malpractice",842,2018-01-19,,
11341,2025,33303,Patty Hewes,"negligence, product liability",677,2018-01-19,,
11342,2025,33306,Rusty Sabich,"product liability, negligence, malpractice",294,2018-01-19,,
11343,2025,33307,Perry Mason,product liability,248,2018-01-19,,
11344,2025,33311,Ally McBeal,"negligence, product liability",916,2018-01-19,,
11345,2025,33312,Patty Hewes,product liability,283,2018-01-19,,
11346,2025,33322,Rusty Sabich,"negligence, malpractice, product liability",746,2018-01-19,,
11347,2025,33323,Perry Mason,product liability,399,2018-01-19,,
11348,2025,33324,Rachel Zane,"malpractice, negligence, product liability",862,2018-02-02,Yes,75000.0
11349,2025,33326,Rusty Sabich,"product liability, malpractice",528,2018-02-02,,
11350,2025,33327,JoAnee Galloway,"negligence, product liability",983,2018-02-02,,
11351,2025,33328,Rachel Zane,product liability,511,2018-02-02,,
11352,2025,33329,JoAnee Galloway,"product liability, negligence",542,2018-02-02,,
11353,2025,33335,JoAnee Galloway,"product liability, negligence",463,2018-02-02,,
11354,2025,33339,Patty Hewes,"product liability, negligence, malpractice",1257,2018-02-02,,
11355,2025,33346,Ally McBeal,"malpractice, product liability, negligence",793,2018-02-02,,
11356,2025,33347,Ally McBeal,malpractice,130,2018-02-02,,
11357,2025,33348,Perry Mason,malpractice,161,2018-02-02,,
11358,2025,33353,Rusty Sabich,"malpractice, product liability",741,2018-02-02,,
11359,2025,33354,JoAnee Galloway,"negligence, product liability",7,2018-02-02,,
11360,2025,33356,Perry Mason,"malpractice, product liability, negligence",444,2018-02-02,,
11361,2025,33358,Atticus Finch,"product liability, malpractice",1016,2018-02-02,,
11362,2025,33359,Perry Mason,product liability,848,2018-02-02,,
11363,2025,33362,Ally McBeal,"product liability, negligence",751,2018-02-02,,
11364,2025,33368,JoAnee Galloway,"malpractice, negligence, product liability",685,2018-02-02,,
11365,2025,33370,Daniel Kafee,"product liability, malpractice, negligence",1073,2018-02-02,,
11366,2025,33375,Perry Mason,malpractice,131,2018-02-02,,
11367,2025,33380,Rusty Sabich,"malpractice, negligence",277,2018-02-02,,
11368,2025,33382,JoAnee Galloway,negligence,370,2018-02-02,,
11369,2025,33392,Patty Hewes,"product liability, malpractice",477,2018-02-02,,
11370,2025,33395,Atticus Finch,"negligence, product liability",555,2018-02-02,,
11371,2025,33399,Patty Hewes,"malpractice, negligence",463,2018-02-02,,
11372,2025,33403,Rachel Zane,negligence,445,2018-02-02,,
11373,2025,33405,Rachel Zane,malpractice,131,2018-02-02,,
11374,2025,33407,Perry Mason,malpractice,89,2018-02-02,,
11375,2025,33409,Ally McBeal,product liability,263,2018-02-02,,
11376,2025,33413,Perry Mason,negligence,259,2018-02-02,,
11377,2025,33414,Ally McBeal,"negligence, product liability",588,2018-02-02,,
